Iteration;Long01;Long012;Long02;Long0105
1618;;;;802
1619;;;;802
1620;;;;802
1621;;;;803
1622;;;;803
1623;;;;803
1624;;;;801
1625;;;;801
1626;;;;801
1627;;;;798
1628;;;;799
1629;;;;800
1630;;;;800
1631;;;;801
1632;;;;800
1633;;;;801
1634;;;;802
1635;;;;803
1636;;;;802
1637;;;;803
1638;;;;799
1639;;;;799
1640;;;;799
1641;;;;800
1642;;;;799
1643;;;;799
1644;;;;801
1645;;;;797
1646;;;;799
1647;;;;799
1648;;;;798
1649;;;;795
1650;;;;795
1651;;;;795
1652;;;;795
1653;;;;796
1654;;;;796
1655;;;;796
1656;;;;791
1657;;;;791
1658;;;;791
1659;;;;791
1660;;;;791
1661;;;;791
1662;;;;791
1663;;;;791
1664;;;;792
1665;;;;792
1666;;;;790
1667;;;;790
1668;;;;789
1669;;;;789
1670;;;;789
1671;;;;791
1672;;;;792
1673;;;;791
1674;;;;788
1675;;;;787
1676;;;;791
1677;;;;790
1678;;;;791
1679;;;;791
1680;;;;790
1681;;;;790
1682;;;;790
1683;;;;788
1684;;;;790
1685;;;;789
1686;;;;793
1687;;;;792
1688;;;;792
1689;;;;795
1690;;;;796
1691;;;;795
1692;;;;797
1693;;;;797
1694;;;;797
1695;;;;797
1696;;;;798
1697;;;;796
1698;;;;795
1699;;;;794
1700;;;;794
1701;;;;792
1702;;;;792
1703;;;;792
1704;;;;792
1705;;;;793
1706;;;;793
1707;;;;793
1708;;;;794
1709;;;;795
1710;;;;795
1711;;;;796
1712;;;;797
1713;;;;795
1714;;;;797
1715;;;;796
1716;;;;793
1717;;;;794
1718;;;;795
1719;;;;795
1720;;;;795
1721;;;;794
1722;;;;794
1723;;;;793
1724;;;;793
1725;;;;793
1726;;;;793
1727;;;;793
1728;;;;792
1729;;;;791
1730;;;;790
1731;;;;790
1732;;;;790
1733;;;;790
1734;;;;790
1735;;;;793
1736;;;;793
1737;;;;798
1738;;;;799
1739;;;;799
1740;;;;799
1741;;;;800
1742;;;;800
1743;;;;801
1744;;;;802
1745;;;;802
1746;;;;802
1747;;;;803
1748;;;;803
1749;;;;804
1750;;;;804
1751;;;;804
1752;;;;804
1753;;;;802
1754;;;;802
1755;;;;801
1756;;;;800
1757;;;;801
1758;;;;800
1759;;;;803
1760;;;;803
1761;;;;803
1762;;;;804
1763;;;;808
1764;;;;808
1765;;;;806
1766;;;;806
1767;;;;805
1768;;;;806
1769;;;;808
1770;;;;810
1771;;;;810
1772;;;;814
1773;;;;815
1774;;;;815
1775;;;;815
1776;;;;815
1777;;;;815
1778;;;;816
1779;;;;816
1780;;;;814
1781;;;;814
1782;;;;814
1783;;;;815
1784;;;;815
1785;;;;817
1786;;;;816
1787;;;;816
1788;;;;817
1789;;;;817
1790;;;;816
1791;;;;816
1792;;;;816
1793;;;;816
1794;;;;817
1795;;;;817
1796;;;;818
1797;;;;816
1798;;;;816
1799;;;;816
1800;;;;815
1801;;;;815
1802;;;;815
1803;;;;815
1804;;;;814
1805;;;;813
1806;;;;813
1807;;;;813
1808;;;;813
1809;;;;813
1810;;;;813
1811;;;;813
1812;;;;813
1813;;;;812
1814;;;;810
1815;;;;809
1816;;;;808
1817;;;;808
1818;;;;808
1819;;;;807
1820;;;;807
1821;;;;807
1822;;;;806
1823;;;;806
1824;;;;806
1825;;;;805
1826;;;;806
1827;;;;806
1828;;;;805
1829;;;;800
1830;;;;798
1831;;;;800
1832;;;;800
1833;;;;800
1834;;;;805
1835;;;;805
1836;;;;810
1837;;;;810
1838;;;;810
1839;;;;811
1840;;;;811
1841;;;;813
1842;;;;814
1843;;;;812
1844;;;;812
1845;;;;813
1846;;;;812
1847;;;;812
1848;;;;812
1849;;;;812
1850;;;;809
1851;;;;808
1852;;;;807
1853;;;;808
1854;;;;811
1855;;;;807
1856;;;;810
1857;;;;813
1858;;;;812
1859;;;;812
1860;;;;815
1861;;;;814
1862;;;;814
1863;;;;813
1864;;;;812
1865;;;;814
1866;;;;815
1867;;;;815
1868;;;;816
1869;;;;814
1870;;;;814
1871;;;;814
1872;;;;814
1873;;;;814
1874;;;;814
1875;;;;817
1876;;;;817
1877;;;;817
1878;;;;813
1879;;;;812
1880;;;;811
1881;;;;810
1882;;;;809
1883;;;;807
1884;;;;807
1885;;;;803
1886;;;;802
1887;;;;802
1888;;;;798
1889;;;;797
1890;;;;797
1891;;;;795
1892;;;;795
1893;;;;795
1894;;;;795
1895;;;;794
1896;;;;794
1897;;;;794
1898;;;;794
1899;;;;793
1900;;;;793
1901;;;;793
1902;;;;793
1903;;;;794
1904;;;;796
1905;;;;796
1906;;;;798
1907;;;;798
1908;;;;798
1909;;;;792
1910;;;;790
1911;;;;790
1912;;;;790
1913;;;;790
1914;;;;790
1915;;;;789
1916;;;;788
1917;;;;791
1918;;;;791
1919;;;;793
1920;;;;793
1921;;;;793
1922;;;;795
1923;;;;795
1924;;;;796
1925;;;;800
1926;;;;800
1927;;;;800
1928;;;;802
1929;;;;801
1930;;;;801
1931;;;;802
1932;;;;801
1933;;;;801
1934;;;;801
1935;;;;802
1936;;;;801
1937;;;;801
1938;;;;801
1939;;;;797
1940;;;;796
1941;;;;796
1942;;;;796
1943;;;;797
1944;;;;797
1945;;;;796
1946;;;;796
1947;;;;796
1948;;;;796
1949;;;;796
1950;;;;796
1951;;;;795
1952;;;;795
1953;;;;795
1954;;;;795
1955;;;;798
1956;;;;799
1957;;;;801
1958;;;;803
1959;;;;805
1960;;;;806
1961;;;;806
1962;;;;806
1963;;;;806
1964;;;;807
1965;;;;807
1966;;;;808
1967;;;;811
1968;;;;812
1969;;;;812
1970;;;;812
1971;;;;815
1972;;;;815
1973;;;;815
1974;;;;815
1975;;;;815
1976;;;;816
1977;;;;816
1978;;;;813
1979;;;;814
1980;;;;816
1981;;;;817
1982;;;;816
1983;;;;818
1984;;;;818
1985;;;;818
1986;;;;818
1987;;;;821
1988;;;;821
1989;;;;817
1990;;;;816
1991;;;;816
1992;;;;816
1993;;;;813
1994;;;;813
1995;;;;813
1996;;;;813
1997;;;;808
1998;;;;807
1999;;;;809
2000;;;;809
