Dateiname,StartTemperatur,CoolingRate,IterationsAnzahl,Score
medium01,1000.0,0.40000000000000013,2499,652.0
medium01,1000.0,0.30000000000000016,3333,637.0
medium01,1000.0,0.20000000000000015,4999,645.0
medium01,1000.0,0.10000000000000014,9999,637.0
medium01,1000.0,1.0,1000,655.0
medium01,900.0,1.0,900,652.0
medium01,800.0,1.0,800,665.0
medium01,700.0,1.0,700,666.0
medium01,600.0,1.0,600,651.0
medium01,500.0,1.0,500,657.0
medium01,400.0,1.0,400,673.0
medium01,300.0,1.0,300,665.0
medium01,200.0,1.0,200,668.0
medium01,100.0,1.0,100,694.0
medium01,500.0,0.5,1000,654.0
medium01,500.0,0.45,1111,661.0
medium01,500.0,0.4,1250,654.0
medium01,500.0,0.35000000000000003,1428,655.0
medium01,500.0,0.30000000000000004,1666,650.0
medium01,500.0,0.25000000000000006,1999,655.0
medium01,500.0,0.20000000000000007,2499,645.0
medium01,500.0,0.15000000000000008,3333,650.0
medium01,500.0,0.10000000000000007,4999,643.0
medium01,500.0,0.05000000000000007,9999,629.0
medium01,500.0,0.5,1000,651.0
medium01,450.0,0.5,900,674.0
medium01,400.0,0.5,800,657.0
medium01,350.0,0.5,700,665.0
medium01,300.0,0.5,600,657.0
medium01,250.0,0.5,500,663.0
medium01,200.0,0.5,400,657.0
medium01,150.0,0.5,300,669.0
medium01,100.0,0.5,200,694.0
medium01,50.0,0.5,100,694.0
medium01,100.0,0.1,1000,653.0
medium01,100.0,0.09000000000000001,1111,653.0
medium01,100.0,0.08000000000000002,1249,649.0
medium01,100.0,0.07000000000000002,1428,645.0
medium01,100.0,0.06000000000000002,1666,646.0
medium01,100.0,0.05000000000000002,1999,654.0
medium01,100.0,0.040000000000000015,2499,640.0
medium01,100.0,0.030000000000000013,3333,645.0
medium01,100.0,0.02000000000000001,4999,637.0
medium01,100.0,0.01000000000000001,9999,634.0
medium01,100.0,0.1,1000,650.0
medium01,90.0,0.1,900,675.0
medium01,80.0,0.1,800,662.0
medium01,70.0,0.1,700,651.0
medium01,60.0,0.1,600,648.0
medium01,50.0,0.1,500,660.0
medium01,40.0,0.1,400,646.0
medium01,30.0,0.1,300,660.0
medium01,20.0,0.1,200,667.0
medium01,10.0,0.1,100,683.0
medium01,10.0,0.01,1000,655.0
medium01,10.0,0.009000000000000001,1111,668.0
medium01,10.0,0.008,1250,640.0
medium01,10.0,0.007,1428,650.0
medium01,10.0,0.006,1666,651.0
medium01,10.0,0.005,2000,646.0
medium01,10.0,0.004,2500,644.0
medium01,10.0,0.003,3333,652.0
medium01,10.0,0.002,5000,648.0
medium01,10.0,0.001,10000,632.0
medium01,10.0,0.01,1000,650.0
medium01,9.0,0.01,900,651.0
medium01,8.0,0.01,800,649.0
medium01,7.0,0.01,700,651.0
medium01,6.0,0.01,600,670.0
medium01,5.0,0.01,500,655.0
medium01,4.0,0.01,400,663.0
medium01,3.0,0.01,300,660.0
medium01,2.0,0.01,200,672.0
medium01,1.0,0.01,100,671.0
medium_hidden01,10000.0,10.0,1000,2978.0
medium_hidden01,10000.0,9.0,1111,3060.0
medium_hidden01,10000.0,8.0,1250,3083.0
medium_hidden01,10000.0,7.0,1428,2993.0
medium_hidden01,10000.0,6.0,1666,3019.0
medium_hidden01,10000.0,5.0,2000,3051.0
medium_hidden01,10000.0,4.0,2500,2979.0
medium_hidden01,10000.0,3.0,3333,3033.0
medium_hidden01,10000.0,2.0,5000,2955.0
medium_hidden01,10000.0,1.0,10000,2959.0
medium_hidden01,10000.0,10.0,1000,2989.0
medium_hidden01,9000.0,10.0,900,3107.0
medium_hidden01,8000.0,10.0,800,3099.0
medium_hidden01,7000.0,10.0,700,3094.0
medium_hidden01,6000.0,10.0,600,3193.0
medium_hidden01,5000.0,10.0,500,3126.0
medium_hidden01,4000.0,10.0,400,3179.0
medium_hidden01,3000.0,10.0,300,3219.0
medium_hidden01,2000.0,10.0,200,3191.0
medium_hidden01,1000.0,10.0,100,3404.0
medium_hidden01,5000.0,5.0,1000,2966.0
medium_hidden01,5000.0,4.5,1111,3007.0
medium_hidden01,5000.0,4.0,1250,2966.0
medium_hidden01,5000.0,3.5,1428,3088.0
medium_hidden01,5000.0,3.0,1666,3076.0
medium_hidden01,5000.0,2.5,2000,2954.0
medium_hidden01,5000.0,2.0,2500,2981.0
medium_hidden01,5000.0,1.5,3333,3023.0
medium_hidden01,5000.0,1.0,5000,2958.0
medium_hidden01,5000.0,0.5,10000,2881.0
medium_hidden01,5000.0,5.0,1000,3033.0
medium_hidden01,4500.0,5.0,900,3123.0
medium_hidden01,4000.0,5.0,800,2998.0
medium_hidden01,3500.0,5.0,700,3060.0
medium_hidden01,3000.0,5.0,600,3185.0
medium_hidden01,2500.0,5.0,500,2941.0
medium_hidden01,2000.0,5.0,400,3281.0
medium_hidden01,1500.0,5.0,300,3295.0
medium_hidden01,1000.0,5.0,200,3344.0
medium_hidden01,500.0,5.0,100,3448.0
medium_hidden01,1000.0,1.0,1000,2950.0
medium_hidden01,1000.0,0.9,1111,3015.0
medium_hidden01,1000.0,0.8,1250,3148.0
medium_hidden01,1000.0,0.7000000000000001,1428,3129.0
medium_hidden01,1000.0,0.6000000000000001,1666,3046.0
medium_hidden01,1000.0,0.5000000000000001,1999,2976.0
medium_hidden01,1000.0,0.40000000000000013,2499,2958.0
medium_hidden01,1000.0,0.30000000000000016,3333,2991.0
medium_hidden01,1000.0,0.20000000000000015,4999,2993.0
medium_hidden01,1000.0,0.10000000000000014,9999,2966.0
medium_hidden01,1000.0,1.0,1000,3108.0
medium_hidden01,900.0,1.0,900,3124.0
medium_hidden01,800.0,1.0,800,3062.0
medium_hidden01,700.0,1.0,700,3107.0
medium_hidden01,600.0,1.0,600,3242.0
medium_hidden01,500.0,1.0,500,3134.0
medium_hidden01,400.0,1.0,400,3156.0
medium_hidden01,300.0,1.0,300,3180.0
medium_hidden01,200.0,1.0,200,3522.0
medium_hidden01,100.0,1.0,100,3126.0
medium_hidden01,500.0,0.5,1000,2976.0
medium_hidden01,500.0,0.45,1111,3089.0
medium_hidden01,500.0,0.4,1250,3169.0
medium_hidden01,500.0,0.35000000000000003,1428,3075.0
medium_hidden01,500.0,0.30000000000000004,1666,3053.0
medium_hidden01,500.0,0.25000000000000006,1999,3025.0
medium_hidden01,500.0,0.20000000000000007,2499,2950.0
medium_hidden01,500.0,0.15000000000000008,3333,2954.0
medium_hidden01,500.0,0.10000000000000007,4999,2919.0
medium_hidden01,500.0,0.05000000000000007,9999,2873.0
medium_hidden01,500.0,0.5,1000,3022.0
medium_hidden01,450.0,0.5,900,3147.0
medium_hidden01,400.0,0.5,800,3037.0
medium_hidden01,350.0,0.5,700,3143.0
medium_hidden01,300.0,0.5,600,3218.0
medium_hidden01,250.0,0.5,500,3128.0
medium_hidden01,200.0,0.5,400,3232.0
medium_hidden01,150.0,0.5,300,3313.0
medium_hidden01,100.0,0.5,200,3207.0
medium_hidden01,50.0,0.5,100,3197.0
medium_hidden01,100.0,0.1,1000,2914.0
medium_hidden01,100.0,0.09000000000000001,1111,3098.0
medium_hidden01,100.0,0.08000000000000002,1249,3064.0
medium_hidden01,100.0,0.07000000000000002,1428,3065.0
medium_hidden01,100.0,0.06000000000000002,1666,3083.0
medium_hidden01,100.0,0.05000000000000002,1999,3039.0
medium_hidden01,100.0,0.040000000000000015,2499,3047.0
medium_hidden01,100.0,0.030000000000000013,3333,2979.0
medium_hidden01,100.0,0.02000000000000001,4999,2937.0
medium_hidden01,100.0,0.01000000000000001,9999,2955.0
medium_hidden01,100.0,0.1,1000,3098.0
medium_hidden01,90.0,0.1,900,2931.0
medium_hidden01,80.0,0.1,800,3068.0
medium_hidden01,70.0,0.1,700,3295.0
medium_hidden01,60.0,0.1,600,3219.0
medium_hidden01,50.0,0.1,500,3157.0
medium_hidden01,40.0,0.1,400,3111.0
medium_hidden01,30.0,0.1,300,3127.0
medium_hidden01,20.0,0.1,200,3439.0
medium_hidden01,10.0,0.1,100,3311.0
medium_hidden01,10.0,0.01,1000,2945.0
medium_hidden01,10.0,0.009000000000000001,1111,3035.0
medium_hidden01,10.0,0.008,1250,3111.0
medium_hidden01,10.0,0.007,1428,3027.0
medium_hidden01,10.0,0.006,1666,3090.0
medium_hidden01,10.0,0.005,2000,3094.0
medium_hidden01,10.0,0.004,2500,3049.0
medium_hidden01,10.0,0.003,3333,2933.0
medium_hidden01,10.0,0.002,5000,2998.0
medium_hidden01,10.0,0.001,10000,2854.0
medium_hidden01,10.0,0.01,1000,3068.0
medium_hidden01,9.0,0.01,900,3174.0
medium_hidden01,8.0,0.01,800,3118.0
medium_hidden01,7.0,0.01,700,3194.0
medium_hidden01,6.0,0.01,600,3259.0
medium_hidden01,5.0,0.01,500,3265.0
medium_hidden01,4.0,0.01,400,3011.0
medium_hidden01,3.0,0.01,300,3212.0
medium_hidden01,2.0,0.01,200,3359.0
medium_hidden01,1.0,0.01,100,3723.0
medium_hint01,10000.0,10.0,1000,1120.0
medium_hint01,10000.0,9.0,1111,1059.0
medium_hint01,10000.0,8.0,1250,1073.0
medium_hint01,10000.0,7.0,1428,1069.0
medium_hint01,10000.0,6.0,1666,1049.0
medium_hint01,10000.0,5.0,2000,1032.0
medium_hint01,10000.0,4.0,2500,1052.0
medium_hint01,10000.0,3.0,3333,1048.0
medium_hint01,10000.0,2.0,5000,1043.0
medium_hint01,10000.0,1.0,10000,1015.0
medium_hint01,10000.0,10.0,1000,1076.0
medium_hint01,9000.0,10.0,900,1103.0
medium_hint01,8000.0,10.0,800,1105.0
medium_hint01,7000.0,10.0,700,1081.0
medium_hint01,6000.0,10.0,600,1064.0
medium_hint01,5000.0,10.0,500,1079.0
medium_hint01,4000.0,10.0,400,1114.0
medium_hint01,3000.0,10.0,300,1090.0
medium_hint01,2000.0,10.0,200,1038.0
medium_hint01,1000.0,10.0,100,1128.0
medium_hint01,5000.0,5.0,1000,1057.0
medium_hint01,5000.0,4.5,1111,1043.0
medium_hint01,5000.0,4.0,1250,1067.0
medium_hint01,5000.0,3.5,1428,1075.0
medium_hint01,5000.0,3.0,1666,1079.0
medium_hint01,5000.0,2.5,2000,1053.0
medium_hint01,5000.0,2.0,2500,1056.0
medium_hint01,5000.0,1.5,3333,1049.0
medium_hint01,5000.0,1.0,5000,1032.0
medium_hint01,5000.0,0.5,10000,1027.0
medium_hint01,5000.0,5.0,1000,1059.0
medium_hint01,4500.0,5.0,900,1089.0
medium_hint01,4000.0,5.0,800,1073.0
medium_hint01,3500.0,5.0,700,1088.0
medium_hint01,3000.0,5.0,600,1089.0
medium_hint01,2500.0,5.0,500,1069.0
medium_hint01,2000.0,5.0,400,1126.0
medium_hint01,1500.0,5.0,300,1165.0
medium_hint01,1000.0,5.0,200,1140.0
medium_hint01,500.0,5.0,100,1119.0
medium_hint01,1000.0,1.0,1000,1110.0
medium_hint01,1000.0,0.9,1111,1077.0
medium_hint01,1000.0,0.8,1250,1097.0
medium_hint01,1000.0,0.7000000000000001,1428,1063.0
medium_hint01,1000.0,0.6000000000000001,1666,1069.0
medium_hint01,1000.0,0.5000000000000001,1999,1041.0
medium_hint01,1000.0,0.40000000000000013,2499,1053.0
medium_hint01,1000.0,0.30000000000000016,3333,1044.0
medium_hint01,1000.0,0.20000000000000015,4999,1028.0
medium_hint01,1000.0,0.10000000000000014,9999,1029.0
medium_hint01,1000.0,1.0,1000,1079.0
medium_hint01,900.0,1.0,900,1071.0
medium_hint01,800.0,1.0,800,1106.0
medium_hint01,700.0,1.0,700,1061.0
medium_hint01,600.0,1.0,600,1085.0
medium_hint01,500.0,1.0,500,1092.0
medium_hint01,400.0,1.0,400,1121.0
medium_hint01,300.0,1.0,300,1094.0
medium_hint01,200.0,1.0,200,1162.0
medium_hint01,100.0,1.0,100,1124.0
medium_hint01,500.0,0.5,1000,1053.0
medium_hint01,500.0,0.45,1111,1072.0
medium_hint01,500.0,0.4,1250,1052.0
medium_hint01,500.0,0.35000000000000003,1428,1048.0
medium_hint01,500.0,0.30000000000000004,1666,1070.0
medium_hint01,500.0,0.25000000000000006,1999,1049.0
medium_hint01,500.0,0.20000000000000007,2499,1042.0
medium_hint01,500.0,0.15000000000000008,3333,1039.0
medium_hint01,500.0,0.10000000000000007,4999,1016.0
medium_hint01,500.0,0.05000000000000007,9999,1032.0
medium_hint01,500.0,0.5,1000,1090.0
medium_hint01,450.0,0.5,900,1049.0
medium_hint01,400.0,0.5,800,1088.0
medium_hint01,350.0,0.5,700,1048.0
medium_hint01,300.0,0.5,600,1074.0
medium_hint01,250.0,0.5,500,1128.0
medium_hint01,200.0,0.5,400,1129.0
medium_hint01,150.0,0.5,300,1124.0
medium_hint01,100.0,0.5,200,1147.0
medium_hint01,50.0,0.5,100,1067.0
medium_hint01,100.0,0.1,1000,1089.0
medium_hint01,100.0,0.09000000000000001,1111,1081.0
medium_hint01,100.0,0.08000000000000002,1249,1043.0
medium_hint01,100.0,0.07000000000000002,1428,1068.0
medium_hint01,100.0,0.06000000000000002,1666,1037.0
medium_hint01,100.0,0.05000000000000002,1999,1061.0
medium_hint01,100.0,0.040000000000000015,2499,1035.0
medium_hint01,100.0,0.030000000000000013,3333,1044.0
medium_hint01,100.0,0.02000000000000001,4999,1031.0
medium_hint01,100.0,0.01000000000000001,9999,1014.0
medium_hint01,100.0,0.1,1000,1076.0
medium_hint01,90.0,0.1,900,1069.0
medium_hint01,80.0,0.1,800,1048.0
medium_hint01,70.0,0.1,700,1090.0
medium_hint01,60.0,0.1,600,1068.0
medium_hint01,50.0,0.1,500,1074.0
medium_hint01,40.0,0.1,400,1072.0
medium_hint01,30.0,0.1,300,1136.0
medium_hint01,20.0,0.1,200,1120.0
medium_hint01,10.0,0.1,100,1207.0
medium_hint01,10.0,0.01,1000,1092.0
medium_hint01,10.0,0.009000000000000001,1111,1064.0
medium_hint01,10.0,0.008,1250,1085.0
medium_hint01,10.0,0.007,1428,1069.0
medium_hint01,10.0,0.006,1666,1061.0
medium_hint01,10.0,0.005,2000,1063.0
medium_hint01,10.0,0.004,2500,1064.0
medium_hint01,10.0,0.003,3333,1029.0
medium_hint01,10.0,0.002,5000,1036.0
medium_hint01,10.0,0.001,10000,1015.0
medium_hint01,10.0,0.01,1000,1057.0
medium_hint01,9.0,0.01,900,1095.0
medium_hint01,8.0,0.01,800,1092.0
medium_hint01,7.0,0.01,700,1072.0
medium_hint01,6.0,0.01,600,1096.0
medium_hint01,5.0,0.01,500,1107.0
medium_hint01,4.0,0.01,400,1138.0
medium_hint01,3.0,0.01,300,1147.0
medium_hint01,2.0,0.01,200,1108.0
medium_hint01,1.0,0.01,100,1082.0
medium_late01,10000.0,10.0,1000,2121.0
medium_late01,10000.0,9.0,1111,2136.0
medium_late01,10000.0,8.0,1250,2102.0
medium_late01,10000.0,7.0,1428,2092.0
medium_late01,10000.0,6.0,1666,2089.0
medium_late01,10000.0,5.0,2000,2071.0
medium_late01,10000.0,4.0,2500,2072.0
medium_late01,10000.0,3.0,3333,2029.0
medium_late01,10000.0,2.0,5000,2060.0
medium_late01,10000.0,1.0,10000,2027.0
medium_late01,10000.0,10.0,1000,2124.0
medium_late01,9000.0,10.0,900,2160.0
medium_late01,8000.0,10.0,800,2121.0
medium_late01,7000.0,10.0,700,2153.0
medium_late01,6000.0,10.0,600,2190.0
medium_late01,5000.0,10.0,500,2180.0
medium_late01,4000.0,10.0,400,2118.0
medium_late01,3000.0,10.0,300,2186.0
medium_late01,2000.0,10.0,200,2205.0
medium_late01,1000.0,10.0,100,2198.0
medium_late01,5000.0,5.0,1000,2093.0
medium_late01,5000.0,4.5,1111,2082.0
medium_late01,5000.0,4.0,1250,2121.0
medium_late01,5000.0,3.5,1428,2136.0
medium_late01,5000.0,3.0,1666,2069.0
medium_late01,5000.0,2.5,2000,2053.0
medium_late01,5000.0,2.0,2500,2062.0
medium_late01,5000.0,1.5,3333,2081.0
medium_late01,5000.0,1.0,5000,2039.0
medium_late01,5000.0,0.5,10000,2028.0
medium_late01,5000.0,5.0,1000,2125.0
medium_late01,4500.0,5.0,900,2124.0
medium_late01,4000.0,5.0,800,2125.0
medium_late01,3500.0,5.0,700,2190.0
medium_late01,3000.0,5.0,600,2159.0
medium_late01,2500.0,5.0,500,2235.0
medium_late01,2000.0,5.0,400,2162.0
medium_late01,1500.0,5.0,300,2148.0
medium_late01,1000.0,5.0,200,2109.0
medium_late01,500.0,5.0,100,2223.0
medium_late01,1000.0,1.0,1000,2201.0
medium_late01,1000.0,0.9,1111,2116.0
medium_late01,1000.0,0.8,1250,2092.0
medium_late01,1000.0,0.7000000000000001,1428,2057.0
medium_late01,1000.0,0.6000000000000001,1666,2144.0
medium_late01,1000.0,0.5000000000000001,1999,2106.0
medium_late01,1000.0,0.40000000000000013,2499,2092.0
medium_late01,1000.0,0.30000000000000016,3333,2059.0
medium_late01,1000.0,0.20000000000000015,4999,2038.0
medium_late01,1000.0,0.10000000000000014,9999,2024.0
medium_late01,1000.0,1.0,1000,2195.0
medium_late01,900.0,1.0,900,2140.0
medium_late01,800.0,1.0,800,2084.0
medium_late01,700.0,1.0,700,2130.0
medium_late01,600.0,1.0,600,2145.0
medium_late01,500.0,1.0,500,2195.0
medium_late01,400.0,1.0,400,2260.0
medium_late01,300.0,1.0,300,2261.0
medium_late01,200.0,1.0,200,2174.0
medium_late01,100.0,1.0,100,2089.0
medium_late01,500.0,0.5,1000,2127.0
medium_late01,500.0,0.45,1111,2170.0
medium_late01,500.0,0.4,1250,2083.0
medium_late01,500.0,0.35000000000000003,1428,2114.0
medium_late01,500.0,0.30000000000000004,1666,2094.0
medium_late01,500.0,0.25000000000000006,1999,2115.0
medium_late01,500.0,0.20000000000000007,2499,2054.0
medium_late01,500.0,0.15000000000000008,3333,2068.0
medium_late01,500.0,0.10000000000000007,4999,2039.0
medium_late01,500.0,0.05000000000000007,9999,1986.0
medium_late01,500.0,0.5,1000,2123.0
medium_late01,450.0,0.5,900,2149.0
medium_late01,400.0,0.5,800,2167.0
medium_late01,350.0,0.5,700,2089.0
medium_late01,300.0,0.5,600,2146.0
medium_late01,250.0,0.5,500,2155.0
medium_late01,200.0,0.5,400,2183.0
medium_late01,150.0,0.5,300,2111.0
medium_late01,100.0,0.5,200,2098.0
medium_late01,50.0,0.5,100,2223.0
medium_late01,100.0,0.1,1000,2141.0
medium_late01,100.0,0.09000000000000001,1111,2147.0
medium_late01,100.0,0.08000000000000002,1249,2109.0
medium_late01,100.0,0.07000000000000002,1428,2086.0
medium_late01,100.0,0.06000000000000002,1666,2050.0
medium_late01,100.0,0.05000000000000002,1999,2076.0
medium_late01,100.0,0.040000000000000015,2499,2081.0
medium_late01,100.0,0.030000000000000013,3333,2053.0
medium_late01,100.0,0.02000000000000001,4999,2033.0
medium_late01,100.0,0.01000000000000001,9999,1983.0
medium_late01,100.0,0.1,1000,2137.0
medium_late01,90.0,0.1,900,2079.0
medium_late01,80.0,0.1,800,2122.0
medium_late01,70.0,0.1,700,2163.0
medium_late01,60.0,0.1,600,2200.0
medium_late01,50.0,0.1,500,2165.0
medium_late01,40.0,0.1,400,2141.0
medium_late01,30.0,0.1,300,2261.0
medium_late01,20.0,0.1,200,2151.0
medium_late01,10.0,0.1,100,2175.0
medium_late01,10.0,0.01,1000,2174.0
medium_late01,10.0,0.009000000000000001,1111,2082.0
medium_late01,10.0,0.008,1250,2117.0
medium_late01,10.0,0.007,1428,2071.0
medium_late01,10.0,0.006,1666,2102.0
medium_late01,10.0,0.005,2000,2128.0
medium_late01,10.0,0.004,2500,2075.0
medium_late01,10.0,0.003,3333,2046.0
medium_late01,10.0,0.002,5000,2044.0
medium_late01,10.0,0.001,10000,2020.0
medium_late01,10.0,0.01,1000,2131.0
medium_late01,9.0,0.01,900,2146.0
medium_late01,8.0,0.01,800,2099.0
medium_late01,7.0,0.01,700,2175.0
medium_late01,6.0,0.01,600,2101.0
medium_late01,5.0,0.01,500,2174.0
medium_late01,4.0,0.01,400,2128.0
medium_late01,3.0,0.01,300,2171.0
medium_late01,2.0,0.01,200,2193.0
medium_late01,1.0,0.01,100,2217.0
sprint01,10000.0,10.0,1000,187.0
sprint01,10000.0,9.0,1111,178.0
sprint01,10000.0,8.0,1250,178.0
sprint01,10000.0,7.0,1428,179.0
sprint01,10000.0,6.0,1666,177.0
sprint01,10000.0,5.0,2000,176.0
sprint01,10000.0,4.0,2500,174.0
sprint01,10000.0,3.0,3333,176.0
sprint01,10000.0,2.0,5000,175.0
sprint01,10000.0,1.0,10000,171.0
sprint01,10000.0,10.0,1000,183.0
sprint01,9000.0,10.0,900,183.0
sprint01,8000.0,10.0,800,184.0
sprint01,7000.0,10.0,700,193.0
sprint01,6000.0,10.0,600,184.0
sprint01,5000.0,10.0,500,183.0
sprint01,4000.0,10.0,400,184.0
sprint01,3000.0,10.0,300,183.0
sprint01,2000.0,10.0,200,180.0
sprint01,1000.0,10.0,100,192.0
sprint01,5000.0,5.0,1000,186.0
sprint01,5000.0,4.5,1111,178.0
sprint01,5000.0,4.0,1250,178.0
sprint01,5000.0,3.5,1428,181.0
sprint01,5000.0,3.0,1666,175.0
sprint01,5000.0,2.5,2000,172.0
sprint01,5000.0,2.0,2500,176.0
sprint01,5000.0,1.5,3333,172.0
sprint01,5000.0,1.0,5000,170.0
sprint01,5000.0,0.5,10000,168.0
sprint01,5000.0,5.0,1000,178.0
sprint01,4500.0,5.0,900,181.0
sprint01,4000.0,5.0,800,185.0
sprint01,3500.0,5.0,700,179.0
sprint01,3000.0,5.0,600,179.0
sprint01,2500.0,5.0,500,189.0
sprint01,2000.0,5.0,400,193.0
sprint01,1500.0,5.0,300,189.0
sprint01,1000.0,5.0,200,190.0
sprint01,500.0,5.0,100,193.0
sprint01,1000.0,1.0,1000,181.0
sprint01,1000.0,0.9,1111,180.0
sprint01,1000.0,0.8,1250,183.0
sprint01,1000.0,0.7000000000000001,1428,179.0
sprint01,1000.0,0.6000000000000001,1666,178.0
sprint01,1000.0,0.5000000000000001,1999,179.0
sprint01,1000.0,0.40000000000000013,2499,175.0
sprint01,1000.0,0.30000000000000016,3333,178.0
sprint01,1000.0,0.20000000000000015,4999,174.0
sprint01,1000.0,0.10000000000000014,9999,170.0
sprint01,1000.0,1.0,1000,177.0
sprint01,900.0,1.0,900,183.0
sprint01,800.0,1.0,800,182.0
sprint01,700.0,1.0,700,181.0
sprint01,600.0,1.0,600,182.0
sprint01,500.0,1.0,500,176.0
sprint01,400.0,1.0,400,192.0
sprint01,300.0,1.0,300,184.0
sprint01,200.0,1.0,200,189.0
sprint01,100.0,1.0,100,189.0
sprint01,500.0,0.5,1000,177.0
sprint01,500.0,0.45,1111,188.0
sprint01,500.0,0.4,1250,175.0
sprint01,500.0,0.35000000000000003,1428,180.0
sprint01,500.0,0.30000000000000004,1666,179.0
sprint01,500.0,0.25000000000000006,1999,175.0
sprint01,500.0,0.20000000000000007,2499,173.0
sprint01,500.0,0.15000000000000008,3333,179.0
sprint01,500.0,0.10000000000000007,4999,171.0
sprint01,500.0,0.05000000000000007,9999,171.0
sprint01,500.0,0.5,1000,175.0
sprint01,450.0,0.5,900,186.0
sprint01,400.0,0.5,800,184.0
sprint01,350.0,0.5,700,180.0
sprint01,300.0,0.5,600,185.0
sprint01,250.0,0.5,500,189.0
sprint01,200.0,0.5,400,185.0
sprint01,150.0,0.5,300,186.0
sprint01,100.0,0.5,200,191.0
sprint01,50.0,0.5,100,200.0
sprint01,100.0,0.1,1000,183.0
sprint01,100.0,0.09000000000000001,1111,177.0
sprint01,100.0,0.08000000000000002,1249,178.0
sprint01,100.0,0.07000000000000002,1428,182.0
sprint01,100.0,0.06000000000000002,1666,181.0
sprint01,100.0,0.05000000000000002,1999,176.0
sprint01,100.0,0.040000000000000015,2499,175.0
sprint01,100.0,0.030000000000000013,3333,177.0
sprint01,100.0,0.02000000000000001,4999,173.0
sprint01,100.0,0.01000000000000001,9999,169.0
sprint01,100.0,0.1,1000,181.0
sprint01,90.0,0.1,900,183.0
sprint01,80.0,0.1,800,185.0
sprint01,70.0,0.1,700,184.0
sprint01,60.0,0.1,600,191.0
sprint01,50.0,0.1,500,188.0
sprint01,40.0,0.1,400,187.0
sprint01,30.0,0.1,300,193.0
sprint01,20.0,0.1,200,177.0
sprint01,10.0,0.1,100,190.0
sprint01,10.0,0.01,1000,172.0
sprint01,10.0,0.009000000000000001,1111,183.0
sprint01,10.0,0.008,1250,179.0
sprint01,10.0,0.007,1428,178.0
sprint01,10.0,0.006,1666,178.0
sprint01,10.0,0.005,2000,179.0
sprint01,10.0,0.004,2500,174.0
sprint01,10.0,0.003,3333,177.0
sprint01,10.0,0.002,5000,176.0
sprint01,10.0,0.001,10000,172.0
sprint01,10.0,0.01,1000,182.0
sprint01,9.0,0.01,900,186.0
sprint01,8.0,0.01,800,181.0
sprint01,7.0,0.01,700,181.0
sprint01,6.0,0.01,600,184.0
sprint01,5.0,0.01,500,181.0
sprint01,4.0,0.01,400,190.0
sprint01,3.0,0.01,300,189.0
sprint01,2.0,0.01,200,199.0
sprint01,1.0,0.01,100,205.0
sprint_hidden01,10000.0,10.0,1000,278.0
sprint_hidden01,10000.0,9.0,1111,272.0
sprint_hidden01,10000.0,8.0,1250,276.0
sprint_hidden01,10000.0,7.0,1428,276.0
sprint_hidden01,10000.0,6.0,1666,269.0
sprint_hidden01,10000.0,5.0,2000,278.0
sprint_hidden01,10000.0,4.0,2500,271.0
sprint_hidden01,10000.0,3.0,3333,270.0
sprint_hidden01,10000.0,2.0,5000,267.0
sprint_hidden01,10000.0,1.0,10000,256.0
sprint_hidden01,10000.0,10.0,1000,265.0
sprint_hidden01,9000.0,10.0,900,282.0
sprint_hidden01,8000.0,10.0,800,284.0
sprint_hidden01,7000.0,10.0,700,286.0
sprint_hidden01,6000.0,10.0,600,281.0
sprint_hidden01,5000.0,10.0,500,280.0
sprint_hidden01,4000.0,10.0,400,287.0
sprint_hidden01,3000.0,10.0,300,290.0
sprint_hidden01,2000.0,10.0,200,292.0
sprint_hidden01,1000.0,10.0,100,295.0
sprint_hidden01,5000.0,5.0,1000,276.0
sprint_hidden01,5000.0,4.5,1111,274.0
sprint_hidden01,5000.0,4.0,1250,281.0
sprint_hidden01,5000.0,3.5,1428,268.0
sprint_hidden01,5000.0,3.0,1666,273.0
sprint_hidden01,5000.0,2.5,2000,274.0
sprint_hidden01,5000.0,2.0,2500,269.0
sprint_hidden01,5000.0,1.5,3333,271.0
sprint_hidden01,5000.0,1.0,5000,264.0
sprint_hidden01,5000.0,0.5,10000,261.0
sprint_hidden01,5000.0,5.0,1000,283.0
sprint_hidden01,4500.0,5.0,900,279.0
sprint_hidden01,4000.0,5.0,800,271.0
sprint_hidden01,3500.0,5.0,700,273.0
sprint_hidden01,3000.0,5.0,600,286.0
sprint_hidden01,2500.0,5.0,500,280.0
sprint_hidden01,2000.0,5.0,400,282.0
sprint_hidden01,1500.0,5.0,300,299.0
sprint_hidden01,1000.0,5.0,200,275.0
sprint_hidden01,500.0,5.0,100,293.0
sprint_hidden01,1000.0,1.0,1000,272.0
sprint_hidden01,1000.0,0.9,1111,274.0
sprint_hidden01,1000.0,0.8,1250,274.0
sprint_hidden01,1000.0,0.7000000000000001,1428,273.0
sprint_hidden01,1000.0,0.6000000000000001,1666,273.0
sprint_hidden01,1000.0,0.5000000000000001,1999,268.0
sprint_hidden01,1000.0,0.40000000000000013,2499,261.0
sprint_hidden01,1000.0,0.30000000000000016,3333,268.0
sprint_hidden01,1000.0,0.20000000000000015,4999,265.0
sprint_hidden01,1000.0,0.10000000000000014,9999,259.0
sprint_hidden01,1000.0,1.0,1000,282.0
sprint_hidden01,900.0,1.0,900,274.0
sprint_hidden01,800.0,1.0,800,284.0
